loan_amount,rate_of_interest,property_value,income,Credit_Score,dtir1,term,anomaly_score,is_anomaly
76500,4.25,308000.0,1860.0,753,40.0,120.0,-0.013103762976882871,True
876500,3.99,418000.0,31260.0,540,39.0,360.0,-0.005472902509877087,True
166500,3.5,208000.0,10380.0,814,13.0,180.0,-0.016773358023937424,True
156500,4.375,208000.0,8220.0,781,6.0,180.0,-0.04444160236559214,True
86500,4.75,308000.0,15480.0,838,27.0,180.0,-0.03792222464490658,True
336500,2.99,558000.0,11160.0,796,27.0,180.0,-0.0032950936460451885,True
176500,5.25,338000.0,22740.0,824,48.0,240.0,-0.062071823860110786,True
166500,5.74,1378000.0,9960.0,847,44.0,360.0,-0.012163188113809231,True
496500,3.0,2188000.0,22260.0,797,11.0,360.0,-0.11640057060903186,True
86500,4.5,118000.0,4200.0,559,36.0,180.0,-0.0053898650119390545,True
106500,4.25,938000.0,2940.0,804,44.0,120.0,-0.04403017444744872,True
556500,3.375,3278000.0,32400.0,642,20.0,360.0,-0.08304767892904319,True
286500,3.375,348000.0,12840.0,815,10.0,180.0,-0.03691851409987734,True
146500,3.75,358000.0,2340.0,736,49.0,144.0,-0.012166700215696102,True
476500,3.125,888000.0,8100.0,846,41.0,180.0,-0.01477434696747204,True
146500,5.5,188000.0,14940.0,687,31.0,324.0,-0.009707068387644124,True
1196500,3.99,1858000.0,22200.0,774,25.0,360.0,-0.05333283002297373,True
1206500,3.99,1808000.0,11160.0,888,28.0,360.0,-0.052606239828648205,True
646500,5.25,868000.0,20280.0,509,36.0,360.0,-0.012130994821830554,True
306500,3.875,818000.0,24240.0,721,11.0,360.0,-0.019342326080877825,True
86500,4.75,278000.0,2220.0,695,40.0,120.0,-0.04358416724957059,True
726500,3.99,1008000.0,2880.0,882,13.0,360.0,-0.02588164038698526,True
286500,2.99,348000.0,7620.0,506,25.0,180.0,-0.018218155672210856,True
366500,2.99,758000.0,8580.0,775,44.0,180.0,-0.011029927539891515,True
66500,4.5,78000.0,8520.0,589,40.0,180.0,-0.005464034823370545,True
406500,3.125,3378000.0,5640.0,735,42.0,360.0,-5.653555039863978e-05,True
696500,4.75,928000.0,65460.0,819,44.0,360.0,-0.02816167758929977,True
626500,3.875,2088000.0,19140.0,828,36.0,240.0,-0.04838780724913483,True
806500,3.5,2078000.0,16020.0,867,20.0,360.0,-0.05565031530122466,True
726500,3.75,1058000.0,16140.0,528,42.0,240.0,-0.024779272028143784,True
466500,3.56,2158000.0,16260.0,526,9.0,360.0,-0.06944339823340984,True
266500,3.375,478000.0,14340.0,864,20.0,180.0,-0.004965234450727052,True
106500,3.5,118000.0,1440.0,582,54.0,180.0,-0.037254329764033756,True
1106500,3.99,3308000.0,9600.0,886,45.0,360.0,-0.078393813570247,True
476500,2.875,718000.0,16260.0,558,21.0,180.0,-0.0716250315059348,True
1226500,3.99,418000.0,42720.0,625,39.0,360.0,-0.03864479926354136,True
406500,3.875,688000.0,19620.0,829,8.0,300.0,-0.03240645727946612,True
426500,3.125,578000.0,10140.0,680,33.0,180.0,-0.001835329498434568,True
306500,3.0,998000.0,5700.0,651,46.0,180.0,-0.008297204755622567,True
526500,3.375,898000.0,11100.0,568,47.0,180.0,-0.00963484081301147,True
446500,3.375,998000.0,12480.0,542,37.0,180.0,-0.015810062649833312,True
486500,3.375,2158000.0,19740.0,608,37.0,360.0,-0.010208989450349093,True
56500,3.625,88000.0,3660.0,858,15.0,180.0,-0.02014163583833406,True
396500,3.125,1038000.0,10800.0,702,32.0,180.0,-0.002629824966769667,True
846500,3.99,2628000.0,23700.0,600,13.0,180.0,-0.15556453025795747,True
556500,3.75,738000.0,16680.0,522,37.0,180.0,-0.02202343675295737,True
256500,3.5,468000.0,16800.0,771,11.0,180.0,-0.022435406216881226,True
206500,3.75,858000.0,16500.0,613,12.0,180.0,-0.04257484763625796,True
706500,3.375,1058000.0,14820.0,855,27.0,180.0,-0.05317405725517643,True
486500,3.0,728000.0,7200.0,806,47.0,180.0,-0.024412676152595236,True
176500,2.875,298000.0,4560.0,520,43.0,180.0,-0.0013184860817824218,True
456500,3.375,768000.0,13320.0,529,37.0,120.0,-0.06590166571193012,True
266500,3.125,888000.0,4680.0,884,44.0,180.0,-0.0218709850981601,True
406500,3.125,1008000.0,24060.0,546,25.0,360.0,-0.029876833749441833,True
296500,2.99,428000.0,9900.0,533,31.0,180.0,-0.011598464225077598,True
126500,4.5,158000.0,5520.0,528,15.0,180.0,-0.03986975758239664,True
416500,3.125,688000.0,10380.0,847,33.0,180.0,-0.009702521717624535,True
506500,4.99,788000.0,17760.0,574,11.0,240.0,-0.08377535949412407,True
306500,3.125,548000.0,8100.0,892,46.0,180.0,-0.010232942123727717,True
306500,2.99,408000.0,12600.0,503,46.0,180.0,-0.035333763768573,True
76500,4.125,378000.0,8340.0,511,9.0,180.0,-0.037078359499737035,True
676500,4.99,1778000.0,6480.0,852,45.0,360.0,-0.0003997111491044203,True
726500,5.0,1808000.0,3060.0,877,47.0,360.0,-0.03588786231127361,True
726500,3.5,1298000.0,15000.0,647,36.0,180.0,-0.03440329180988355,True
286500,2.875,608000.0,9360.0,596,24.0,168.0,-0.03782922447613657,True
386500,3.125,558000.0,13380.0,558,26.0,180.0,-0.028650884849773295,True
116500,4.625,138000.0,7560.0,771,47.0,180.0,-0.0037022968888879015,True
286500,3.125,878000.0,7800.0,581,22.0,180.0,-0.018831899509501593,True
166500,5.25,258000.0,7980.0,669,23.0,180.0,-0.013231918132937337,True
936500,3.875,1528000.0,24540.0,868,24.0,360.0,-0.0520375376760257,True
926500,2.75,1388000.0,8280.0,506,60.0,360.0,-0.1158098322979616,True
136500,3.125,608000.0,7020.0,806,49.0,96.0,-0.04263840807096586,True
476500,3.375,498000.0,20340.0,894,28.0,180.0,-0.04566074755419691,True
586500,3.375,808000.0,13980.0,652,27.0,180.0,-0.0153908608900174,True
246500,2.75,328000.0,12540.0,695,44.0,180.0,-0.017467389002140177,True
76500,3.5,208000.0,5520.0,572,31.0,96.0,-0.008241303486901552,True
326500,3.125,1108000.0,6360.0,536,38.0,180.0,-0.025486905448241837,True
456500,3.25,1518000.0,29880.0,576,39.0,96.0,-0.13124562141555896,True
86500,3.25,228000.0,2940.0,892,22.0,180.0,-0.017742525832448175,True
706500,5.0,1008000.0,28500.0,572,46.0,360.0,-0.028844376469098876,True
496500,2.75,678000.0,14220.0,532,21.0,360.0,-0.000778539184503324,True
916500,3.25,1988000.0,15660.0,766,38.0,360.0,-0.04288779580614244,True
136500,3.125,278000.0,4200.0,569,20.0,180.0,-0.008116075338039597,True
1016500,3.99,1698000.0,17040.0,617,36.0,360.0,-0.0026011877648619564,True
696500,6.24,1758000.0,24720.0,545,31.0,360.0,-0.09068501590309119,True
306500,4.49,328000.0,7800.0,535,53.0,180.0,-0.014787505191845018,True
546500,4.25,688000.0,19080.0,696,40.0,180.0,-0.004337581536065782,True
86500,4.25,178000.0,3540.0,513,20.0,180.0,-0.0009876352937985278,True
1006500,3.99,2708000.0,10980.0,855,50.0,360.0,-0.07010450263837587,True
406500,2.75,578000.0,7320.0,771,33.0,180.0,-0.0074296354753670135,True
386500,3.25,498000.0,19440.0,588,38.0,180.0,-0.005949988361118264,True
886500,3.75,1668000.0,10680.0,884,42.0,360.0,-0.010848335516250307,True
456500,3.125,658000.0,12840.0,637,23.0,180.0,-0.036853626614382295,True
266500,2.875,448000.0,8880.0,569,22.0,180.0,-0.015573034962057863,True
586500,3.375,2308000.0,22500.0,724,32.0,180.0,-0.09931190143966884,True
416500,4.375,858000.0,11580.0,515,36.0,180.0,-0.004846063862989913,True
506500,3.5,1408000.0,9480.0,648,49.0,180.0,-0.028758588251254658,True
336500,2.75,658000.0,6000.0,812,35.0,180.0,-0.010992276239915721,True
1166500,3.99,418000.0,26640.0,548,39.0,300.0,-0.04719808373839507,True
456500,3.75,608000.0,54780.0,806,14.0,360.0,-0.036379141769007695,True
226500,2.99,908000.0,19560.0,819,19.0,180.0,-0.07043741024584327,True
626500,4.5,2008000.0,18360.0,590,33.0,360.0,-0.00975059810244494,True
486500,3.125,648000.0,10320.0,607,43.0,180.0,-0.016382810277950965,True
346500,3.25,1008000.0,9120.0,665,20.0,180.0,-0.01207144324335474,True
906500,3.875,1208000.0,39660.0,604,5.0,180.0,-0.1685429490881607,True
66500,4.5,148000.0,2220.0,695,37.0,180.0,-0.005336358481991987,True
336500,4.375,518000.0,10140.0,882,25.0,180.0,-0.004731972725528277,True
336500,2.99,488000.0,14280.0,541,28.0,180.0,-0.026551489186770527,True
786500,3.25,1258000.0,38820.0,594,37.0,360.0,-0.053772310351909436,True
126500,4.5,268000.0,4560.0,501,23.0,180.0,-0.01603965861494472,True
206500,2.875,898000.0,9660.0,717,34.0,120.0,-0.0764824924437908,True
106500,3.99,2358000.0,0.0,623,6.0,360.0,-0.07651472928926117,True
176500,2.75,478000.0,5940.0,891,39.0,180.0,-0.01595829446585062,True
236500,3.25,488000.0,10920.0,614,14.0,180.0,-0.013307776827219064,True
266500,2.75,568000.0,7200.0,606,30.0,180.0,-0.007107243300502719,True
86500,3.99,118000.0,1140.0,762,55.0,240.0,-0.006495431208865643,True
386500,3.0,1008000.0,6780.0,585,43.0,180.0,-0.01523593399784784,True
96500,3.5,138000.0,4620.0,776,8.0,180.0,-0.034966885788474844,True
716500,5.25,1108000.0,14160.0,900,44.0,360.0,-0.029711308848346607,True
726500,5.75,1148000.0,18780.0,847,37.0,360.0,-0.026055132061810315,True
116500,3.625,268000.0,2400.0,688,59.0,180.0,-0.019316904023122916,True
726500,5.125,1358000.0,17040.0,519,32.0,360.0,-0.02946650793047967,True
446500,3.25,628000.0,34920.0,814,9.0,180.0,-0.11123948407569029,True
606500,3.75,1018000.0,13860.0,620,20.0,180.0,-0.035343274476533626,True
1506500,4.625,2158000.0,42840.0,828,29.0,360.0,-0.14019226659605333,True
1106500,4.625,1378000.0,13080.0,864,42.0,360.0,-0.032479017189143033,True
596500,4.5,2478000.0,8760.0,508,44.0,360.0,-0.020183055416739593,True
166500,3.99,608000.0,5820.0,721,26.0,120.0,-0.00834189997595447,True
286500,4.375,378000.0,21060.0,756,30.0,180.0,-0.023044310965904313,True
576500,4.125,1658000.0,18660.0,811,6.0,360.0,-0.06703568113522718,True
266500,3.0,388000.0,12180.0,742,35.0,168.0,-0.006541260201552435,True
596500,2.99,868000.0,20340.0,784,23.0,180.0,-0.07649672342346936,True
56500,6.24,1888000.0,3180.0,788,33.0,360.0,-0.04676226271286199,True
546500,3.99,968000.0,17460.0,873,36.0,180.0,-0.02141171585796353,True
406500,3.99,758000.0,46080.0,900,6.0,360.0,-0.07988083871236018,True
396500,3.5,548000.0,11940.0,514,36.0,132.0,-0.032250915707726646,True
236500,3.99,318000.0,17220.0,688,9.0,300.0,-0.001582462114789518,True
1086500,3.375,1188000.0,15660.0,837,48.0,360.0,-0.03541202863137083,True
1096500,3.75,1828000.0,85140.0,507,5.0,360.0,-0.17819087676941026,True
336500,3.375,608000.0,18900.0,526,18.0,180.0,-0.04898451029785711,True
186500,2.75,268000.0,4500.0,897,36.0,180.0,-0.017970268570703163,True
466500,3.625,2008000.0,13200.0,526,53.0,348.0,-0.03469657214165811,True
386500,3.375,908000.0,27300.0,568,6.0,180.0,-0.12541107610348834,True
496500,2.99,1638000.0,14820.0,597,40.0,180.0,-0.06268330595632643,True
706500,3.625,788000.0,17520.0,739,5.0,360.0,-0.035771051873665693,True
646500,3.99,418000.0,21660.0,684,39.0,180.0,-0.0014273305083455368,True
506500,3.25,878000.0,22140.0,524,28.0,360.0,-0.0013705888607727923,True
506500,3.5,1428000.0,11880.0,508,22.0,324.0,-0.008522487876737816,True
676500,4.18,1378000.0,53760.0,555,7.0,360.0,-0.1025987629307269,True
446500,2.75,558000.0,6420.0,587,44.0,180.0,-0.02197831250045168,True
206500,4.5,1208000.0,6240.0,833,49.0,240.0,-0.019256963599579846,True
486500,3.375,518000.0,18120.0,581,41.0,180.0,-0.0001537489561433958,True
546500,3.99,808000.0,14160.0,880,39.0,180.0,-0.011776537927388975,True
656500,4.125,878000.0,68400.0,637,5.0,360.0,-0.07452779501285745,True
136500,4.125,738000.0,3780.0,542,60.0,180.0,-0.031015147237471452,True
396500,3.0,908000.0,11640.0,679,22.0,180.0,-0.02295017240794306,True
376500,2.99,708000.0,10320.0,710,27.0,180.0,-0.006709082934694077,True
586500,3.56,998000.0,19200.0,548,28.0,240.0,-0.029385408199483987,True
836500,3.375,1308000.0,19320.0,661,39.0,180.0,-0.06375146647989594,True
166500,4.625,228000.0,6900.0,689,36.0,96.0,-0.02472006405833771,True
456500,3.125,1218000.0,15120.0,876,30.0,180.0,-0.061374624223943464,True
676500,3.99,1088000.0,0.0,763,5.0,360.0,-0.05364864333759878,True
86500,3.875,108000.0,2580.0,817,61.0,180.0,-0.03526729231754688,True
116500,4.875,588000.0,9600.0,841,36.0,180.0,-0.012540784513128567,True
106500,6.24,1408000.0,4320.0,731,30.0,360.0,-0.012009864585433516,True
406500,3.125,778000.0,10380.0,668,25.0,180.0,-0.01568995687468122,True
246500,2.875,418000.0,6480.0,542,43.0,144.0,-0.03494635374110078,True
106500,3.5,208000.0,6000.0,709,11.0,180.0,-0.010536333081370475,True
546500,3.25,1058000.0,10680.0,794,42.0,180.0,-0.014407200809818055,True
606500,4.25,2858000.0,13440.0,743,38.0,240.0,-0.06608948553694782,True
666500,3.5,888000.0,21720.0,598,9.0,360.0,-0.021625941132801363,True
266500,4.99,528000.0,11700.0,898,49.0,324.0,-0.008654509059864313,True
2186500,3.99,4458000.0,79140.0,530,15.0,360.0,-0.1879478361938841,True
966500,4.99,1248000.0,19380.0,742,23.0,360.0,-0.04059195827861084,True
616500,4.0,1228000.0,30900.0,505,9.0,360.0,-0.07969597308190224,True
276500,3.5,388000.0,13440.0,503,24.0,180.0,-0.005961612888428891,True
1136500,3.99,1858000.0,18180.0,692,44.0,360.0,-0.028211653674418802,True
86500,4.75,148000.0,2460.0,866,33.0,240.0,-0.015483150709222793,True
446500,3.875,918000.0,11400.0,871,6.0,360.0,-0.007522235595543325,True
1406500,4.99,1758000.0,27000.0,853,33.0,360.0,-0.11390780078214291,True
406500,5.74,1608000.0,9840.0,799,37.0,360.0,-0.0074153783405044305,True
216500,2.75,408000.0,8640.0,527,42.0,180.0,-0.01561680899548934,True
66500,4.75,158000.0,2760.0,517,37.0,180.0,-0.01761733123932474,True
326500,3.25,488000.0,12000.0,591,10.0,180.0,-0.045561689976691744,True
716500,3.99,1258000.0,0.0,782,8.0,360.0,-0.05660562646087275,True
76500,4.375,188000.0,3960.0,703,27.0,144.0,-0.023347419620935006,True
916500,4.99,1308000.0,11940.0,763,47.0,360.0,-0.022280978312068656,True
166500,3.5,798000.0,8340.0,510,31.0,120.0,-0.03523298688902965,True
206500,6.24,1668000.0,7620.0,824,29.0,360.0,-0.030551127165361014,True
736500,3.75,2858000.0,18600.0,703,46.0,360.0,-0.02335886420728861,True
826500,3.25,1228000.0,18420.0,897,33.0,180.0,-0.07790400298987354,True
536500,3.375,2458000.0,8700.0,581,31.0,240.0,-0.06098308602153801,True
726500,3.99,978000.0,4260.0,822,11.0,360.0,-0.018327401921177988,True
76500,3.99,418000.0,1800.0,613,39.0,120.0,-0.010208715698601156,True
1366500,3.99,2278000.0,31260.0,797,34.0,360.0,-0.10629027767839894,True
206500,5.5,2108000.0,29340.0,599,29.0,360.0,-0.0960022688377522,True
136500,4.25,238000.0,11580.0,796,8.0,180.0,-0.03850408712263542,True
1136500,3.25,1238000.0,5760.0,890,39.0,360.0,-0.027432720082998796,True
336500,3.99,738000.0,9300.0,702,59.0,180.0,-0.018092188020188082,True
456500,4.875,958000.0,12180.0,860,25.0,324.0,-0.000200859523978969,True
446500,3.375,588000.0,13740.0,615,5.0,324.0,-0.029334491933947326,True
796500,3.5,2808000.0,18240.0,767,28.0,360.0,-0.04363860090781535,True
1286500,5.5,1608000.0,33480.0,748,43.0,360.0,-0.1236370882731278,True
106500,4.99,138000.0,2760.0,689,37.0,180.0,-0.009616725208854815,True
696500,3.875,2848000.0,12960.0,898,37.0,360.0,-0.03546505625886276,True
186500,3.99,478000.0,3420.0,896,47.0,120.0,-0.016388512233067365,True
136500,3.875,178000.0,5820.0,897,30.0,156.0,-0.013420145215649382,True
1776500,4.125,2578000.0,30540.0,587,35.0,360.0,-0.1447688248383764,True
76500,3.75,198000.0,2280.0,669,39.0,120.0,-0.014465434925174936,True
686500,3.99,1408000.0,10200.0,500,59.0,360.0,-0.018216440009449997,True
626500,4.375,778000.0,10260.0,699,47.0,180.0,-0.00299711145746695,True
76500,4.75,148000.0,2400.0,699,28.0,180.0,-0.025970339762347083,True
486500,3.5,1138000.0,56640.0,555,25.0,180.0,-0.11249966811300938,True
1326500,4.375,1798000.0,22620.0,794,36.0,360.0,-0.07007317278457204,True
116500,4.875,228000.0,6900.0,505,42.0,180.0,-0.0025253577106777447,True
416500,3.125,818000.0,23460.0,798,8.0,180.0,-0.12194908075781963,True
416500,3.375,1658000.0,39900.0,823,17.0,180.0,-0.11627618653227889,True
156500,3.375,358000.0,3900.0,872,35.0,120.0,-0.010796920399207877,True
706500,5.0,1558000.0,10260.0,624,9.0,360.0,-0.04175190221363323,True
336500,3.99,1138000.0,12780.0,528,21.0,240.0,-0.010067612261912995,True
826500,3.325,3568000.0,14460.0,714,45.0,360.0,-0.04941935819197363,True
106500,3.99,108000.0,2820.0,875,54.0,180.0,-0.012707751468111872,True
726500,3.99,1308000.0,540.0,574,59.0,360.0,-0.046842569272114054,True
416500,4.75,1858000.0,23880.0,765,23.0,228.0,-0.09937652890203497,True
266500,2.99,908000.0,7200.0,607,49.0,96.0,-0.07702640548833761,True
486500,3.99,858000.0,19500.0,668,46.0,180.0,-0.012842463467520271,True
226500,2.625,1558000.0,8280.0,899,27.0,360.0,-0.03507123554703717,True
1126500,3.99,1608000.0,36600.0,862,27.0,360.0,-0.07426808736578927,True
206500,3.5,318000.0,5340.0,896,43.0,120.0,-0.008623183558593817,True
76500,3.99,98000.0,5760.0,608,7.0,180.0,-0.03567754955488356,True
456500,4.5,598000.0,22440.0,686,6.0,360.0,-0.013302249386630494,True
286500,2.75,528000.0,5220.0,543,30.0,180.0,-0.015741763144227927,True
1656500,3.99,418000.0,27300.0,807,39.0,360.0,-0.028178896863224612,True
486500,4.125,998000.0,19440.0,588,33.0,180.0,-0.02075277721552604,True
996500,3.5,2058000.0,36000.0,509,24.0,180.0,-0.1758961841690373,True
316500,2.75,518000.0,9600.0,805,34.0,120.0,-0.05323740134824295,True
366500,2.625,1708000.0,14220.0,516,29.0,360.0,-0.035964658620692536,True
356500,3.0,508000.0,13380.0,816,31.0,180.0,-0.009106763232760828,True
166500,3.5,258000.0,6000.0,775,7.0,180.0,-0.015267033627228699,True
1396500,3.5,3108000.0,42480.0,652,30.0,180.0,-0.18397388407147008,True
526500,4.875,698000.0,39360.0,707,15.0,360.0,-0.03582748783200651,True
256500,6.24,1258000.0,20940.0,516,35.0,360.0,-0.04183768346467698,True
76500,3.25,458000.0,2220.0,775,24.0,180.0,-0.008835442793182713,True
146500,5.625,188000.0,6900.0,520,7.0,360.0,-0.027746049994146982,True
116500,3.875,158000.0,6300.0,891,5.0,156.0,-0.08139776175141211,True
66500,5.375,158000.0,720.0,703,61.0,360.0,-0.0325408331744379,True
436500,3.375,1068000.0,21300.0,619,30.0,180.0,-0.04477650634157648,True
456500,3.375,838000.0,16140.0,856,34.0,180.0,-0.01488697611662504,True
636500,3.5,958000.0,19380.0,802,25.0,240.0,-0.027585861877152618,True
976500,4.0,1308000.0,51240.0,884,36.0,360.0,-0.06219443984948614,True
726500,3.375,1058000.0,107460.0,704,36.0,180.0,-0.09072113757480293,True
406500,2.99,678000.0,13920.0,530,21.0,180.0,-0.053354210818978176,True
1026500,3.5,2108000.0,22320.0,818,29.0,360.0,-0.068351151835223,True
156500,2.99,698000.0,11940.0,513,19.0,180.0,-0.05373229261158108,True
876500,2.875,1208000.0,5760.0,730,39.0,360.0,-0.008570390378088266,True
296500,2.99,558000.0,8100.0,515,44.0,108.0,-0.06334225661184734,True
726500,3.125,1298000.0,19080.0,592,43.0,180.0,-0.08171386521767976,True
106500,3.5,188000.0,3360.0,513,20.0,108.0,-0.052130053808546406,True
516500,2.99,768000.0,11160.0,688,39.0,180.0,-0.028597272433649956,True
276500,4.5,608000.0,66240.0,544,22.0,360.0,-0.009558539018966306,True
176500,4.375,248000.0,31020.0,678,20.0,180.0,-0.06769188852552144,True
1686500,3.99,2758000.0,3240.0,698,8.0,360.0,-0.138490141021674,True
256500,3.99,318000.0,22500.0,620,25.0,180.0,-0.0009199728029357646,True
526500,3.99,1248000.0,18240.0,623,48.0,180.0,-0.040611110309099696,True
96500,4.75,178000.0,2220.0,518,25.0,240.0,-0.020003591275921995,True
456500,4.25,1258000.0,13560.0,548,7.0,360.0,-0.0059734028229899705,True
556500,3.375,768000.0,7800.0,840,47.0,180.0,-0.001905768014628939,True
96500,3.375,118000.0,4440.0,500,26.0,180.0,-0.007041653943464676,True
706500,3.25,848000.0,5760.0,540,39.0,180.0,-0.02768951557184096,True
126500,3.99,1288000.0,15060.0,848,6.0,180.0,-0.0992721743892383,True
656500,4.375,2108000.0,10800.0,876,43.0,360.0,-0.004921590656522756,True
1056500,3.99,418000.0,30120.0,704,39.0,300.0,-0.029546472300200688,True
126500,3.625,208000.0,5340.0,540,8.0,180.0,-0.02486890042564216,True
326500,3.125,1668000.0,15000.0,661,21.0,132.0,-0.10078585752402325,True
1286500,2.875,1508000.0,13320.0,790,57.0,360.0,-0.10224868453364977,True
396500,4.375,908000.0,17340.0,876,40.0,240.0,-0.006744131015124055,True
386500,4.375,868000.0,14640.0,696,38.0,180.0,-0.0040916076481911645,True
726500,4.25,1278000.0,9000.0,749,47.0,240.0,-0.009187330793294923,True
336500,2.875,508000.0,7080.0,555,48.0,180.0,-0.0008849529949470636,True
226500,5.125,678000.0,9120.0,524,6.0,360.0,-0.006715123890325914,True
396500,4.99,478000.0,13500.0,701,30.0,180.0,-0.017326085396463298,True
76500,4.625,78000.0,2040.0,517,51.0,180.0,-0.059693901501663205,True
206500,2.99,348000.0,6600.0,710,37.0,156.0,-0.000109600172404134,True
146500,3.99,308000.0,0.0,618,13.0,180.0,-0.01218146905284967,True
1056500,3.99,2118000.0,12060.0,631,59.0,360.0,-0.08182003227698897,True
1066500,3.99,418000.0,19080.0,698,39.0,300.0,-0.005364312971209206,True
156500,3.625,178000.0,2280.0,833,59.0,240.0,-0.024250117766883572,True
586500,2.99,908000.0,11880.0,580,37.0,180.0,-0.044602824680927244,True
386500,2.99,658000.0,14460.0,792,31.0,180.0,-0.017780360312119492,True
96500,5.5,98000.0,1680.0,824,56.0,300.0,-0.051639269429995305,True
566500,3.5,998000.0,23400.0,684,11.0,360.0,-0.022935879721047603,True
96500,3.625,138000.0,2460.0,883,23.0,180.0,-0.011729081171213962,True
476500,3.375,978000.0,25380.0,848,19.0,360.0,-0.007995621538930964,True
476500,3.375,968000.0,13260.0,855,20.0,180.0,-0.03660916409585757,True
356500,2.75,588000.0,7620.0,544,46.0,180.0,-0.01801098779510024,True
386500,3.0,628000.0,6840.0,531,32.0,180.0,-0.008945523203723438,True
156500,4.75,198000.0,6480.0,540,49.0,180.0,-0.0015034934648560094,True
106500,3.99,138000.0,30000.0,877,8.0,360.0,-0.06338364328287371,True
276500,3.25,708000.0,5820.0,725,41.0,120.0,-0.015761379109893392,True
456500,3.875,568000.0,27480.0,807,6.0,360.0,-0.03283037253734711,True
486500,3.99,2508000.0,14820.0,731,6.0,360.0,-0.07586918343758553,True
336500,3.99,778000.0,41520.0,893,11.0,180.0,-0.11374952216650236,True
916500,3.25,1688000.0,10800.0,571,38.0,360.0,-0.0274694292830997,True
506500,6.24,1678000.0,17400.0,660,22.0,360.0,-0.04332841310401281,True
346500,3.625,1258000.0,31440.0,699,24.0,180.0,-0.06192717459043806,True
526500,4.99,668000.0,6000.0,677,49.0,240.0,-0.01089674416314701,True
76500,4.75,148000.0,1320.0,588,43.0,240.0,-0.000797936554547074,True
1846500,4.25,3558000.0,90300.0,796,17.0,360.0,-0.17477670968275516,True
86500,4.5,108000.0,3420.0,735,37.0,180.0,-0.0031958508844623923,True
596500,3.5,748000.0,23160.0,828,35.0,180.0,-0.04126420527801067,True
576500,3.99,1368000.0,12840.0,713,43.0,180.0,-0.00974032660238,True
1346500,3.99,1408000.0,14280.0,719,61.0,360.0,-0.061290490325424885,True
726500,4.875,1008000.0,29580.0,797,37.0,360.0,-0.01599317736601824,True
86500,3.99,118000.0,660.0,863,58.0,300.0,-0.01673860147606765,True
466500,3.125,958000.0,15000.0,660,26.0,180.0,-0.04453612995691214,True
286500,3.375,1158000.0,8040.0,538,28.0,180.0,-0.021976854379658017,True
126500,3.375,188000.0,2820.0,680,61.0,180.0,-0.025717102600547714,True
166500,3.99,548000.0,7500.0,576,10.0,180.0,-0.004591229887167536,True
256500,5.49,2008000.0,10200.0,783,33.0,360.0,-0.026583172971892388,True
176500,5.69,218000.0,20760.0,508,26.0,360.0,-0.02178787957639572,True
306500,5.5,558000.0,30060.0,721,10.0,360.0,-0.06432919240097501,True
246500,3.99,1048000.0,5400.0,580,40.0,120.0,-0.01451020336849218,True
186500,3.5,368000.0,14340.0,640,14.0,120.0,-0.0663786059573126,True
126500,4.5,958000.0,4620.0,609,23.0,180.0,-0.036212375534288355,True
586500,3.0,2208000.0,15000.0,820,33.0,360.0,-0.04251886627512258,True
966500,2.99,1208000.0,5760.0,673,39.0,360.0,-0.003753108331578381,True
306500,3.75,508000.0,18840.0,644,6.0,180.0,-0.03579021591548237,True
246500,2.99,708000.0,6300.0,806,40.0,180.0,-0.004643630366942486,True
656500,2.99,1098000.0,12660.0,765,38.0,180.0,-0.051160960118190824,True
546500,3.5,1008000.0,13200.0,660,22.0,240.0,-0.003663316459632804,True
1566500,3.99,2358000.0,24000.0,666,33.0,360.0,-0.10917239271234835,True
106500,3.75,288000.0,2640.0,715,48.0,120.0,-0.02869050662271455,True
106500,6.24,1528000.0,2700.0,859,45.0,360.0,-0.024269757570105965,True
236500,2.875,338000.0,11580.0,630,26.0,180.0,-0.009097268008338433,True
1056500,3.99,1408000.0,9360.0,858,8.0,360.0,-0.08111433012498293,True
596500,4.375,928000.0,10200.0,801,54.0,240.0,-0.024252093618315596,True
376500,2.75,908000.0,9600.0,842,41.0,180.0,-0.03898633419343489,True
1146500,4.125,1698000.0,20040.0,781,42.0,360.0,-0.03932472980250812,True
956500,3.99,1338000.0,41760.0,886,26.0,360.0,-0.07490212186357736,True
276500,3.75,728000.0,34560.0,832,9.0,180.0,-0.10117453936758214,True
306500,3.25,328000.0,7800.0,855,37.0,120.0,-0.0065471008850763734,True
46500,5.375,78000.0,1140.0,776,53.0,360.0,-0.011183609262428784,True
476500,2.99,998000.0,8040.0,634,36.0,180.0,-0.02589980771244671,True
1966500,3.99,2378000.0,32580.0,671,26.0,360.0,-0.1306182849819394,True
116500,3.625,208000.0,5040.0,827,22.0,96.0,-0.015434639581972553,True
526500,3.625,878000.0,22080.0,583,11.0,240.0,-0.07197028429625807,True
376500,5.125,638000.0,46140.0,635,26.0,360.0,-0.02003180006369576,True
726500,3.99,1528000.0,3660.0,864,19.0,360.0,-0.0028359092928506024,True
526500,3.125,1708000.0,6420.0,754,49.0,180.0,-0.05725540345390223,True
286500,3.99,788000.0,11760.0,870,16.0,180.0,-0.02464995655214508,True
626500,2.75,1208000.0,16860.0,810,31.0,360.0,-0.014721374872805781,True
266500,2.99,1068000.0,16380.0,854,13.0,180.0,-0.09201342378107336,True
236500,3.375,468000.0,21000.0,503,15.0,180.0,-0.06269261319725339,True
